Tran. Id     | Date         |   Withdrawal |      Deposit |   GS Balance ||    ERP Debit |   ERP Credit |  ERP Balance | Voucher No         | Status
S53304626    | 2024-12-27   |       100.00 |         0.00 |    22,458.06 ||              |       100.00 |    22,458.06 | ACC-JV-2025-01659  | Match
S53063948    | 2024-12-27   |       200.00 |         0.00 |    22,258.06 ||              |       200.00 |    22,258.06 | ACC-JV-2025-01660  | Match
S53216019    | 2024-12-27   |       350.00 |         0.00 |    21,908.06 ||              |       350.00 |    21,908.06 | ACC-JV-2025-01661  | Match
S53420783    | 2024-12-27   |         0.00 |     3,598.00 |    25,506.06 ||     3,598.00 |              |    25,506.06 | ACC-PAY-2025-00020 | Match
S54168803    | 2024-12-27   |         0.00 |         2.95 |    25,509.01 ||         2.95 |              |    25,509.01 | ACC-JV-2025-02094-1 | Match
S55041039    | 2024-12-27   |    13,037.31 |         0.00 |    12,471.70 ||              |    13,037.31 |    12,471.70 | ACC-JV-2025-01663  | Match
S56256463    | 2024-12-27   |         0.00 |     1,550.00 |    14,021.70 ||     1,550.00 |              |    14,021.70 | ACC-PAY-2025-00012-1 | Match
S58938301    | 2024-12-28   |         0.00 |     2,600.00 |    16,621.70 ||     2,600.00 |              |    16,621.70 | ACC-PAY-2025-00220 | Match
S58939465    | 2024-12-28   |         0.00 |       198.00 |    16,819.70 ||       198.00 |              |    16,819.70 | ACC-PAY-2025-00221 | Match
S61639024    | 2024-12-28   |       300.00 |         0.00 |    16,519.70 ||              |       300.00 |    16,519.70 | ACC-JV-2025-01664  | Match
S61941216    | 2024-12-28   |         0.00 |       380.00 |    16,899.70 ||       380.00 |              |    16,899.70 | ACC-PAY-2025-00219 | Match
S62054886    | 2024-12-28   |         0.00 |     3,698.00 |    20,597.70 ||     3,698.00 |              |    20,597.70 | ACC-PAY-2025-00218 | Match
S63239994    | 2024-12-28   |         0.00 |     1,399.00 |    21,996.70 ||     1,399.00 |              |    21,996.70 | ACC-PAY-2025-00175 | Match
S65098408    | 2024-12-28   |     6,814.00 |         0.00 |    15,182.70 ||              |     6,814.00 |    15,182.70 | ACC-JV-2025-01665  | Match
S65775285    | 2024-12-29   |       300.00 |         0.00 |    14,882.70 ||              |       300.00 |    14,882.70 | ACC-JV-2025-01666  | Match
S65796702    | 2024-12-29   |     1,500.00 |         0.00 |    13,382.70 ||              |     1,500.00 |    13,382.70 | ACC-JV-2025-01667  | Match
S65783365    | 2024-12-29   |       120.00 |         0.00 |    13,262.70 ||              |       120.00 |    13,262.70 | ACC-JV-2025-01668  | Match
S65885928    | 2024-12-29   |        70.00 |         0.00 |    13,192.70 ||              |        70.00 |    13,192.70 | ACC-JV-2025-01669  | Match
S67145355    | 2024-12-29   |     2,450.00 |         0.00 |    10,742.70 ||              |     2,450.00 |    10,742.70 | ACC-JV-2025-01670  | Match
S67192970    | 2024-12-29   |       250.00 |         0.00 |    10,492.70 ||              |       250.00 |    10,492.70 | ACC-JV-2025-01671  | Match
S67289293    | 2024-12-29   |     1,000.00 |         0.00 |     9,492.70 ||              |     1,000.00 |     9,492.70 | ACC-JV-2025-01672  | Match
S67195543    | 2024-12-29   |        50.00 |         0.00 |     9,442.70 ||              |        50.00 |     9,442.70 | ACC-JV-2025-01673  | Match
S67749443    | 2024-12-29   |         0.00 |     1,399.00 |    10,841.70 ||     1,399.00 |              |    10,841.70 | ACC-PAY-2025-00049 | Match
S72252872    | 2024-12-30   |         0.00 |     2,100.00 |    12,941.70 ||     2,100.00 |              |    12,941.70 | ACC-PAY-2025-00013-1 | Match
S74556202    | 2024-12-30   |         0.00 |     1,550.00 |    14,491.70 ||     1,550.00 |              |    14,491.70 | ACC-PAY-2025-00152 | Match
S74503885    | 2024-12-30   |         0.00 |     1,550.00 |    16,041.70 ||     1,550.00 |              |    16,041.70 | ACC-PAY-2025-00118 | Match
S76324405    | 2024-12-30   |         0.00 |     1,400.00 |    17,441.70 ||     1,400.00 |              |    17,441.70 | ACC-PAY-2025-00050 | Match
S77440283    | 2024-12-30   |         0.00 |    13,037.31 |    30,479.01 ||    13,037.31 |              |    30,479.01 | ACC-JV-2025-01674  | Match
S77448102    | 2024-12-30   |         0.00 |         2.00 |    30,481.01 ||         2.00 |              |    30,481.01 | ACC-JV-2025-01675  | Match
S77448110    | 2024-12-30   |         0.00 |         2.00 |    30,483.01 ||         2.00 |              |    30,483.01 | ACC-JV-2025-01676  | Match
S77448128    | 2024-12-30   |         0.00 |         2.00 |    30,485.01 ||         2.00 |              |    30,485.01 | ACC-JV-2025-01677  | Match
S77448752    | 2024-12-30   |         0.00 |         2.00 |    30,487.01 ||         2.00 |              |    30,487.01 | ACC-JV-2025-01678  | Match
S86476624    | 2024-12-31   |         0.00 |       850.00 |    31,337.01 ||       850.00 |              |    31,337.01 | ACC-PAY-2025-00126 | Match
S5602568     | 2025-01-01   |       400.00 |         0.00 |    30,937.01 ||              |       400.00 |    30,937.01 | ACC-JV-2025-01679  | Match
S5652482     | 2025-01-01   |       200.00 |         0.00 |    30,737.01 ||              |       200.00 |    30,737.01 | ACC-JV-2025-01680  | Match
S5667147     | 2025-01-01   |       370.00 |         0.00 |    30,367.01 ||              |       370.00 |    30,367.01 | ACC-JV-2025-01681  | Match
S5691789     | 2025-01-01   |       650.00 |         0.00 |    29,717.01 ||              |       650.00 |    29,717.01 | ACC-JV-2025-01682  | Match
S5714401     | 2025-01-01   |     1,500.00 |         0.00 |    28,217.01 ||              |     1,500.00 |    28,217.01 | ACC-JV-2025-01683  | Match
S5721229     | 2025-01-01   |       700.00 |         0.00 |    27,517.01 ||              |       700.00 |    27,517.01 | ACC-JV-2025-01684  | Match
S5745069     | 2025-01-01   |       200.00 |         0.00 |    27,317.01 ||              |       200.00 |    27,317.01 | ACC-JV-2025-01685  | Match
S5765239     | 2025-01-01   |       400.00 |         0.00 |    26,917.01 ||              |       400.00 |    26,917.01 | ACC-JV-2025-01686  | Match
S5777836     | 2025-01-01   |     1,298.00 |         0.00 |    25,619.01 ||              |     1,298.00 |    25,619.01 | ACC-JV-2025-01687  | Match
S14038237    | 2025-01-02   |         0.00 |     1,500.00 |    27,119.01 ||     1,500.00 |              |    27,119.01 | ACC-PAY-2025-00014-1 | Match
S15940586    | 2025-01-02   |         0.00 |     1,399.00 |    28,518.01 ||     1,399.00 |              |    28,518.01 | ACC-PAY-2025-00051 | Match
S18162944    | 2025-01-02   |     2,809.65 |         0.00 |    25,708.36 ||              |     2,809.65 |    25,708.36 | ACC-JV-2025-01688  | Match
S18362349    | 2025-01-02   |         0.00 |     1,650.00 |    27,358.36 ||     1,650.00 |              |    27,358.36 | ACC-PAY-2025-00228 | Match
S24928999    | 2025-01-03   |         0.00 |     1,649.00 |    29,007.36 ||     1,649.00 |              |    29,007.36 | ACC-PAY-2025-00130 | Match
S25253692    | 2025-01-03   |       400.00 |         0.00 |    28,607.36 ||              |       400.00 |    28,607.36 | ACC-JV-2025-01689  | Match
S25291340    | 2025-01-03   |     1,345.00 |         0.00 |    27,262.36 ||              |     1,345.00 |    27,262.36 | ACC-JV-2025-01690  | Match
S37551654    | 2025-01-04   |     2,000.00 |         0.00 |    25,262.36 ||              |     2,000.00 |    25,262.36 | ACC-JV-2025-01691  | Match
S38642140    | 2025-01-04   |         0.00 |         2.00 |    25,264.36 ||         2.00 |              |    25,264.36 | ACC-JV-2025-01692  | Match
S38642154    | 2025-01-04   |         0.00 |         2.00 |    25,266.36 ||         2.00 |              |    25,266.36 | ACC-JV-2025-01693  | Match
S38641332    | 2025-01-04   |         0.00 |         2.00 |    25,268.36 ||         2.00 |              |    25,268.36 | ACC-JV-2025-02078  | Match
S40096654    | 2025-01-04   |     5,377.00 |         0.00 |    19,891.36 ||              |     5,377.00 |    19,891.36 | ACC-JV-2025-01695  | Match
S40127845    | 2025-01-04   |       400.00 |         0.00 |    19,491.36 ||              |       400.00 |    19,491.36 | ACC-JV-2025-01696  | Match
S40151380    | 2025-01-04   |       800.00 |         0.00 |    18,691.36 ||              |       800.00 |    18,691.36 | ACC-JV-2025-01697  | Match
S40754325    | 2025-01-04   |         1.00 |         0.00 |    18,690.36 ||              |         1.00 |    18,690.36 | ACC-JV-2025-01698  | Match
S43067759    | 2025-01-04   |     5,000.00 |         0.00 |    13,690.36 ||              |     5,000.00 |    13,690.36 | ACC-JV-2025-01699  | Match
S43063728    | 2025-01-04   |     2,500.00 |         0.00 |    11,190.36 ||              |     2,500.00 |    11,190.36 | ACC-JV-2025-01700  | Match
S46552036    | 2025-01-05   |         0.00 |     1,550.00 |    12,740.36 ||     1,550.00 |              |    12,740.36 | ACC-PAY-2025-00015-1 | Match
S47027432    | 2025-01-05   |         0.00 |     2,399.00 |    15,139.36 ||     2,399.00 |              |    15,139.36 | ACC-PAY-2025-00069 | Match
S47831776    | 2025-01-05   |         0.00 |     1,550.00 |    16,689.36 ||     1,550.00 |              |    16,689.36 | ACC-PAY-2025-00132 | Match
S49485234    | 2025-01-05   |         0.00 |     2,399.00 |    19,088.36 ||     2,399.00 |              |    19,088.36 | ACC-PAY-2025-00070 | Match
S49593105    | 2025-01-05   |         0.00 |     1,399.00 |    20,487.36 ||     1,399.00 |              |    20,487.36 | ACC-PAY-2025-00133 | Match
S55775854    | 2025-01-06   |         0.00 |     2,549.00 |    23,036.36 ||     2,549.00 |              |    23,036.36 | ACC-PAY-2025-00134 | Match
S62522165    | 2025-01-06   |         0.00 |         1.00 |    23,037.36 ||         1.00 |              |    23,037.36 | ACC-JV-2025-01701  | Match
S67280951    | 2025-01-07   |    13,999.00 |         0.00 |     9,038.36 ||              |    13,999.00 |     9,038.36 | ACC-JV-2025-01702  | Match
S68488535    | 2025-01-07   |         0.00 |     1,689.00 |    10,727.36 ||     1,689.00 |              |    10,727.36 | ACC-PAY-2025-00172 | Match
S75546094    | 2025-01-07   |         0.00 |     2,500.00 |    13,227.36 ||     2,500.00 |              |    13,227.36 | ACC-PAY-2025-00195 | Match
S78836137    | 2025-01-08   |     4,000.00 |         0.00 |     9,227.36 ||              |     4,000.00 |     9,227.36 | ACC-JV-2025-01703  | Match
S78862166    | 2025-01-08   |     1,500.00 |         0.00 |     7,727.36 ||              |     1,500.00 |     7,727.36 | ACC-JV-2025-01704  | Match
S78876358    | 2025-01-08   |       209.00 |         0.00 |     7,518.36 ||              |       209.00 |     7,518.36 | ACC-JV-2025-01705  | Match
S78894274    | 2025-01-08   |     2,220.00 |         0.00 |     5,298.36 ||              |     2,220.00 |     5,298.36 | ACC-JV-2025-01706  | Match
S78983650    | 2025-01-08   |         0.00 |     2,399.00 |     7,697.36 ||     2,399.00 |              |     7,697.36 | ACC-PAY-2025-00710 | Match
S80243585    | 2025-01-08   |         0.00 |     2,399.00 |    10,096.36 ||     2,399.00 |              |    10,096.36 | ACC-PAY-2025-00230 | Match
S80885380    | 2025-01-08   |         0.00 |     3,000.00 |    13,096.36 ||     3,000.00 |              |    13,096.36 | ACC-PAY-2025-00176 | Match
S81288492    | 2025-01-08   |         0.00 |     2,399.00 |    15,495.36 ||     2,399.00 |              |    15,495.36 | ACC-PAY-2025-00071 | Match
S88483609    | 2025-01-09   |         0.00 |     1,399.00 |    16,894.36 ||     1,399.00 |              |    16,894.36 | ACC-PAY-2025-00072 | Match
S88944200    | 2025-01-09   |     1,375.00 |         0.00 |    15,519.36 ||              |     1,375.00 |    15,519.36 | ACC-JV-2025-01707  | Match
S89054537    | 2025-01-09   |         0.00 |     2,500.00 |    18,019.36 ||     2,500.00 |              |    18,019.36 | ACC-PAY-2025-00144 | Match
S89102439    | 2025-01-09   |         0.00 |     4,198.00 |    22,217.36 ||     4,198.00 |              |    22,217.36 | ACC-PAY-2025-00022 | Match
S89112696    | 2025-01-09   |         0.00 |    30,000.00 |    52,217.36 ||    30,000.00 |              |    52,217.36 | ACC-JV-2025-01708  | Match
S89345592    | 2025-01-09   |       500.00 |         0.00 |    51,717.36 ||              |       500.00 |    51,717.36 | ACC-JV-2025-01709  | Match
S89325435    | 2025-01-09   |       350.00 |         0.00 |    51,367.36 ||              |       350.00 |    51,367.36 | ACC-JV-2025-01710  | Match
S89318054    | 2025-01-09   |     1,500.00 |         0.00 |    49,867.36 ||              |     1,500.00 |    49,867.36 | ACC-JV-2025-01711  | Match
S89915846    | 2025-01-09   |         0.00 |    30,000.00 |    79,867.36 ||    30,000.00 |              |    79,867.36 | ACC-JV-2025-01712  | Match
S90520525    | 2025-01-09   |         0.00 |     1,749.00 |    81,616.36 ||     1,749.00 |              |    81,616.36 | ACC-PAY-2025-00023 | Match
S97787046    | 2025-01-10   |     2,950.00 |         0.00 |    78,666.36 ||              |     2,950.00 |    78,666.36 | ACC-JV-2025-01713  | Match
S84827       | 2025-01-10   |       690.00 |         0.00 |    77,976.36 ||              |       690.00 |    77,976.36 | ACC-JV-2025-01714  | Match
S2353053     | 2025-01-10   |         0.00 |     2,399.00 |    80,375.36 ||     2,399.00 |              |    80,375.36 | ACC-PAY-2025-00024 | Match
S2329231     | 2025-01-10   |         0.00 |     2,399.00 |    82,774.36 ||     2,399.00 |              |    82,774.36 | ACC-PAY-2025-00018 | Match
S4756860     | 2025-01-10   |         0.00 |     2,399.00 |    85,173.36 ||     2,399.00 |              |    85,173.36 | ACC-PAY-2025-00025 | Match
S5077590     | 2025-01-10   |     2,000.00 |         0.00 |    83,173.36 ||              |     2,000.00 |    83,173.36 | ACC-JV-2025-01715  | Match
S5023674     | 2025-01-10   |     4,200.00 |         0.00 |    78,973.36 ||              |     4,200.00 |    78,973.36 | ACC-JV-2025-01716  | Match
